ObjectId,Sea,Goofy Date,Date,???,Day,Month,Year,Value (in mm),Lat,Long
2,Adriatic Sea,D12/17/1992, 12/17/1992,D,12,17,1992,32.73,42.0,17.0
50,Adriatic Sea,D12/28/1992, 12/28/1992,D,12,28,1992,-41.37,42.0,17.0
75,Adriatic Sea,D01/07/1993, 01/07/1993,D,1,7,1993,-71.27,42.0,17.0
95,Adriatic Sea,D01/16/1993, 01/16/1993,D,1,16,1993,-58.67,42.0,17.0
104,Adriatic Sea,D01/24/1993, 01/24/1993,D,1,24,1993,-76.67,42.0,17.0
149,Adriatic Sea,D02/06/1993, 02/06/1993,D,2,6,1993,-87.97,42.0,17.0
175,Adriatic Sea,D02/15/1993, 02/15/1993,D,2,15,1993,-161.97,42.0,17.0
198,Adriatic Sea,D02/25/1993, 02/25/1993,D,2,25,1993,-128.37,42.0,17.0
225,Adriatic Sea,D03/08/1993, 03/08/1993,D,3,8,1993,-44.57,42.0,17.0
250,Adriatic Sea,D03/18/1993, 03/18/1993,D,3,18,1993,-140.47,42.0,17.0
275,Adriatic Sea,D03/27/1993, 03/27/1993,D,3,27,1993,-164.97,42.0,17.0
300,Adriatic Sea,D04/16/1993, 04/16/1993,D,4,16,1993,-100.27,42.0,17.0
325,Adriatic Sea,D04/27/1993, 04/27/1993,D,4,27,1993,-118.97,42.0,17.0
350,Adriatic Sea,D05/06/1993, 05/06/1993,D,5,6,1993,-87.87,42.0,17.0
375,Adriatic Sea,D05/16/1993, 05/16/1993,D,5,16,1993,-70.97,42.0,17.0
400,Adriatic Sea,D05/26/1993, 05/26/1993,D,5,26,1993,-67.47,42.0,17.0
424,Adriatic Sea,D06/04/1993, 06/04/1993,D,6,4,1993,-47.97,42.0,17.0
450,Adriatic Sea,D06/14/1993, 06/14/1993,D,6,14,1993,-71.57,42.0,17.0
475,Adriatic Sea,D06/24/1993, 06/24/1993,D,6,24,1993,-74.47,42.0,17.0
480,Adriatic Sea,D07/03/1993, 07/03/1993,D,7,3,1993,-98.57,42.0,17.0
525,Adriatic Sea,D07/14/1993, 07/14/1993,D,7,14,1993,-93.27,42.0,17.0
550,Adriatic Sea,D08/03/1993, 08/03/1993,D,8,3,1993,-55.17,42.0,17.0
575,Adriatic Sea,D08/13/1993, 08/13/1993,D,8,13,1993,-46.07,42.0,17.0
594,Adriatic Sea,D08/22/1993, 08/22/1993,D,8,22,1993,-33.87,42.0,17.0
625,Adriatic Sea,D09/02/1993, 09/02/1993,D,9,2,1993,-26.37,42.0,17.0
648,Adriatic Sea,D09/11/1993, 09/11/1993,D,9,11,1993,-17.17,42.0,17.0
675,Adriatic Sea,D09/22/1993, 09/22/1993,D,9,22,1993,18.33,42.0,17.0
700,Adriatic Sea,D10/01/1993, 10/01/1993,D,10,1,1993,33.23,42.0,17.0
725,Adriatic Sea,D10/11/1993, 10/11/1993,D,10,11,1993,127.03,42.0,17.0
750,Adriatic Sea,D10/21/1993, 10/21/1993,D,10,21,1993,87.03,42.0,17.0
775,Adriatic Sea,D11/11/1993, 11/11/1993,D,11,11,1993,82.13,42.0,17.0
800,Adriatic Sea,D11/20/1993, 11/20/1993,D,11,20,1993,-64.67,42.0,17.0
825,Adriatic Sea,D11/30/1993, 11/30/1993,D,11,30,1993,44.63,42.0,17.0
844,Adriatic Sea,D12/09/1993, 12/09/1993,D,12,9,1993,77.93,42.0,17.0
875,Adriatic Sea,D12/20/1993, 12/20/1993,D,12,20,1993,45.23,42.0,17.0
898,Adriatic Sea,D12/29/1993, 12/29/1993,D,12,29,1993,20.13,42.0,17.0
925,Adriatic Sea,D01/08/1994, 01/08/1994,D,1,8,1994,51.13,42.0,17.0
950,Adriatic Sea,D01/18/1994, 01/18/1994,D,1,18,1994,9.53,42.0,17.0
975,Adriatic Sea,D01/28/1994, 01/28/1994,D,1,28,1994,-143.77,42.0,17.0
1000,Adriatic Sea,D02/07/1994, 02/07/1994,D,2,7,1994,-67.67,42.0,17.0
1025,Adriatic Sea,D02/17/1994, 02/17/1994,D,2,17,1994,38.03,42.0,17.0
1050,Adriatic Sea,D02/27/1994, 02/27/1994,D,2,27,1994,-3.17,42.0,17.0
1075,Adriatic Sea,D03/09/1994, 03/09/1994,D,3,9,1994,-118.97,42.0,17.0
1100,Adriatic Sea,D03/29/1994, 03/29/1994,D,3,29,1994,-116.77,42.0,17.0
1125,Adriatic Sea,D04/08/1994, 04/08/1994,D,4,8,1994,-88.87,42.0,17.0
1150,Adriatic Sea,D04/18/1994, 04/18/1994,D,4,18,1994,-28.87,42.0,17.0
1174,Adriatic Sea,D04/27/1994, 04/27/1994,D,4,27,1994,-37.17,42.0,17.0
1200,Adriatic Sea,D05/08/1994, 05/08/1994,D,5,8,1994,-65.87,42.0,17.0
1225,Adriatic Sea,D05/17/1994, 05/17/1994,D,5,17,1994,-27.67,42.0,17.0
1250,Adriatic Sea,D05/27/1994, 05/27/1994,D,5,27,1994,5.93,42.0,17.0
1275,Adriatic Sea,D06/06/1994, 06/06/1994,D,6,6,1994,-51.77,42.0,17.0
1300,Adriatic Sea,D06/16/1994, 06/16/1994,D,6,16,1994,-77.87,42.0,17.0
1325,Adriatic Sea,D07/06/1994, 07/06/1994,D,7,6,1994,-32.67,42.0,17.0
1346,Adriatic Sea,D07/15/1994, 07/15/1994,D,7,15,1994,-79.87,42.0,17.0
1371,Adriatic Sea,D07/25/1994, 07/25/1994,D,7,25,1994,-43.77,42.0,17.0
1400,Adriatic Sea,D08/05/1994, 08/05/1994,D,8,5,1994,19.73,42.0,17.0
1425,Adriatic Sea,D08/15/1994, 08/15/1994,D,8,15,1994,21.73,42.0,17.0
1450,Adriatic Sea,D08/24/1994, 08/24/1994,D,8,24,1994,-0.87,42.0,17.0
1475,Adriatic Sea,D09/03/1994, 09/03/1994,D,9,3,1994,-10.37,42.0,17.0
1500,Adriatic Sea,D09/13/1994, 09/13/1994,D,9,13,1994,20.83,42.0,17.0
1525,Adriatic Sea,D09/23/1994, 09/23/1994,D,9,23,1994,6.33,42.0,17.0
1550,Adriatic Sea,D10/03/1994, 10/03/1994,D,10,3,1994,44.33,42.0,17.0
1575,Adriatic Sea,D10/13/1994, 10/13/1994,D,10,13,1994,-9.97,42.0,17.0
1600,Adriatic Sea,D10/23/1994, 10/23/1994,D,10,23,1994,65.03,42.0,17.0
1625,Adriatic Sea,D11/02/1994, 11/02/1994,D,11,2,1994,72.33,42.0,17.0
1650,Adriatic Sea,D11/22/1994, 11/22/1994,D,11,22,1994,42.03,42.0,17.0
1674,Adriatic Sea,D12/01/1994, 12/01/1994,D,12,1,1994,37.13,42.0,17.0
1700,Adriatic Sea,D12/11/1994, 12/11/1994,D,12,11,1994,16.03,42.0,17.0
1725,Adriatic Sea,D12/21/1994, 12/21/1994,D,12,21,1994,46.03,42.0,17.0
1750,Adriatic Sea,D12/31/1994, 12/31/1994,D,12,31,1994,18.13,42.0,17.0
1775,Adriatic Sea,D01/10/1995, 01/10/1995,D,1,10,1995,2.63,42.0,17.0
1800,Adriatic Sea,D01/20/1995, 01/20/1995,D,1,20,1995,-14.57,42.0,17.0
1814,Adriatic Sea,D01/29/1995, 01/29/1995,D,1,29,1995,-9.37,42.0,17.0
1850,Adriatic Sea,D02/09/1995, 02/09/1995,D,2,9,1995,-1.67,42.0,17.0
1875,Adriatic Sea,D02/19/1995, 02/19/1995,D,2,19,1995,6.53,42.0,17.0
1898,Adriatic Sea,D02/28/1995, 02/28/1995,D,2,28,1995,-60.37,42.0,17.0
1924,Adriatic Sea,D03/20/1995, 03/20/1995,D,3,20,1995,-100.77,42.0,17.0
1949,Adriatic Sea,D03/30/1995, 03/30/1995,D,3,30,1995,-139.37,42.0,17.0
1975,Adriatic Sea,D04/09/1995, 04/09/1995,D,4,9,1995,-127.27,42.0,17.0
2000,Adriatic Sea,D04/19/1995, 04/19/1995,D,4,19,1995,-75.87,42.0,17.0
2025,Adriatic Sea,D04/29/1995, 04/29/1995,D,4,29,1995,-61.97,42.0,17.0
2050,Adriatic Sea,D05/20/1995, 05/20/1995,D,5,20,1995,-45.77,42.0,17.0
2075,Adriatic Sea,D05/29/1995, 05/29/1995,D,5,29,1995,-100.37,42.0,17.0
2100,Adriatic Sea,D06/08/1995, 06/08/1995,D,6,8,1995,-70.67,42.0,17.0
2125,Adriatic Sea,D06/18/1995, 06/18/1995,D,6,18,1995,-26.47,42.0,17.0
2150,Adriatic Sea,D06/27/1995, 06/27/1995,D,6,27,1995,-64.17,42.0,17.0
2175,Adriatic Sea,D07/18/1995, 07/18/1995,D,7,18,1995,-25.87,42.0,17.0
2200,Adriatic Sea,D07/28/1995, 07/28/1995,D,7,28,1995,-15.97,42.0,17.0
2225,Adriatic Sea,D08/06/1995, 08/06/1995,D,8,6,1995,-27.17,42.0,17.0
2250,Adriatic Sea,D08/16/1995, 08/16/1995,D,8,16,1995,-45.57,42.0,17.0
2275,Adriatic Sea,D08/26/1995, 08/26/1995,D,8,26,1995,-1.87,42.0,17.0
2300,Adriatic Sea,D09/05/1995, 09/05/1995,D,9,5,1995,14.13,42.0,17.0
2325,Adriatic Sea,D09/15/1995, 09/15/1995,D,9,15,1995,17.03,42.0,17.0
2350,Adriatic Sea,D09/25/1995, 09/25/1995,D,9,25,1995,15.23,42.0,17.0
2375,Adriatic Sea,D10/05/1995, 10/05/1995,D,10,5,1995,6.83,42.0,17.0
2400,Adriatic Sea,D10/15/1995, 10/15/1995,D,10,15,1995,-13.77,42.0,17.0
2425,Adriatic Sea,D11/04/1995, 11/04/1995,D,11,4,1995,18.63,42.0,17.0
2450,Adriatic Sea,D11/13/1995, 11/13/1995,D,11,13,1995,72.93,42.0,17.0
2475,Adriatic Sea,D11/23/1995, 11/23/1995,D,11,23,1995,60.13,42.0,17.0
2500,Adriatic Sea,D12/14/1995, 12/14/1995,D,12,14,1995,111.93,42.0,17.0
2525,Adriatic Sea,D12/23/1995, 12/23/1995,D,12,23,1995,132.33,42.0,17.0
2550,Adriatic Sea,D01/02/1996, 01/02/1996,D,1,2,1996,199.63,42.0,17.0
2575,Adriatic Sea,D01/13/1996, 01/13/1996,D,1,13,1996,72.53,42.0,17.0
2600,Adriatic Sea,D01/22/1996, 01/22/1996,D,1,22,1996,1.93,42.0,17.0
2622,Adriatic Sea,D01/31/1996, 01/31/1996,D,1,31,1996,71.33,42.0,17.0
2650,Adriatic Sea,D02/11/1996, 02/11/1996,D,2,11,1996,30.93,42.0,17.0
2675,Adriatic Sea,D03/03/1996, 03/03/1996,D,3,3,1996,-35.67,42.0,17.0
2700,Adriatic Sea,D03/12/1996, 03/12/1996,D,3,12,1996,-94.67,42.0,17.0
2725,Adriatic Sea,D03/23/1996, 03/23/1996,D,3,23,1996,20.93,42.0,17.0
2750,Adriatic Sea,D04/01/1996, 04/01/1996,D,4,1,1996,-22.97,42.0,17.0
2775,Adriatic Sea,D04/10/1996, 04/10/1996,D,4,10,1996,-40.77,42.0,17.0
2800,Adriatic Sea,D04/20/1996, 04/20/1996,D,4,20,1996,-101.17,42.0,17.0
2825,Adriatic Sea,D04/30/1996, 04/30/1996,D,4,30,1996,-111.97,42.0,17.0
2850,Adriatic Sea,D05/10/1996, 05/10/1996,D,5,10,1996,34.63,42.0,17.0
2875,Adriatic Sea,D05/20/1996, 05/20/1996,D,5,20,1996,41.53,42.0,17.0
2900,Adriatic Sea,D05/30/1996, 05/30/1996,D,5,30,1996,-54.17,42.0,17.0
2925,Adriatic Sea,D06/09/1996, 06/09/1996,D,6,9,1996,-89.17,42.0,17.0
2950,Adriatic Sea,D06/29/1996, 06/29/1996,D,6,29,1996,-72.77,42.0,17.0
2975,Adriatic Sea,D07/09/1996, 07/09/1996,D,7,9,1996,-74.27,42.0,17.0
3000,Adriatic Sea,D07/19/1996, 07/19/1996,D,7,19,1996,-78.77,42.0,17.0
3024,Adriatic Sea,D07/28/1996, 07/28/1996,D,7,28,1996,-66.37,42.0,17.0
3050,Adriatic Sea,D08/08/1996, 08/08/1996,D,8,8,1996,-49.17,42.0,17.0
3075,Adriatic Sea,D08/18/1996, 08/18/1996,D,8,18,1996,-35.57,42.0,17.0
3100,Adriatic Sea,D08/28/1996, 08/28/1996,D,8,28,1996,-21.67,42.0,17.0
3125,Adriatic Sea,D09/06/1996, 09/06/1996,D,9,6,1996,-34.37,42.0,17.0
3150,Adriatic Sea,D09/16/1996, 09/16/1996,D,9,16,1996,-13.77,42.0,17.0
3175,Adriatic Sea,D09/27/1996, 09/27/1996,D,9,27,1996,47.13,42.0,17.0
3200,Adriatic Sea,D10/06/1996, 10/06/1996,D,10,6,1996,24.53,42.0,17.0
3225,Adriatic Sea,D10/26/1996, 10/26/1996,D,10,26,1996,32.43,42.0,17.0
3250,Adriatic Sea,D11/05/1996, 11/05/1996,D,11,5,1996,43.63,42.0,17.0
3275,Adriatic Sea,D11/15/1996, 11/15/1996,D,11,15,1996,77.83,42.0,17.0
3300,Adriatic Sea,D11/25/1996, 11/25/1996,D,11,25,1996,141.73,42.0,17.0
3325,Adriatic Sea,D12/05/1996, 12/05/1996,D,12,5,1996,70.13,42.0,17.0
3350,Adriatic Sea,D12/16/1996, 12/16/1996,D,12,16,1996,75.83,42.0,17.0
3375,Adriatic Sea,D12/25/1996, 12/25/1996,D,12,25,1996,143.63,42.0,17.0
3400,Adriatic Sea,D01/04/1997, 01/04/1997,D,1,4,1997,129.03,42.0,17.0
3425,Adriatic Sea,D01/14/1997, 01/14/1997,D,1,14,1997,120.13,42.0,17.0
3450,Adriatic Sea,D01/24/1997, 01/24/1997,D,1,24,1997,48.73,42.0,17.0
3475,Adriatic Sea,D02/02/1997, 02/02/1997,D,2,2,1997,-18.37,42.0,17.0
3500,Adriatic Sea,D02/22/1997, 02/22/1997,D,2,22,1997,-62.67,42.0,17.0
3525,Adriatic Sea,D03/05/1997, 03/05/1997,D,3,5,1997,-82.17,42.0,17.0
3550,Adriatic Sea,D03/14/1997, 03/14/1997,D,3,14,1997,-95.07,42.0,17.0
3575,Adriatic Sea,D03/24/1997, 03/24/1997,D,3,24,1997,-31.27,42.0,17.0
3600,Adriatic Sea,D04/04/1997, 04/04/1997,D,4,4,1997,-145.47,42.0,17.0
3625,Adriatic Sea,D04/12/1997, 04/12/1997,D,4,12,1997,-186.67,42.0,17.0
3650,Adriatic Sea,D04/23/1997, 04/23/1997,D,4,23,1997,-121.57,42.0,17.0
3675,Adriatic Sea,D05/02/1997, 05/02/1997,D,5,2,1997,-93.87,42.0,17.0
3700,Adriatic Sea,D05/13/1997, 05/13/1997,D,5,13,1997,-12.57,42.0,17.0
3725,Adriatic Sea,D05/23/1997, 05/23/1997,D,5,23,1997,-84.27,42.0,17.0
3750,Adriatic Sea,D06/02/1997, 06/02/1997,D,6,2,1997,-59.57,42.0,17.0
3775,Adriatic Sea,D06/22/1997, 06/22/1997,D,6,22,1997,-7.27,42.0,17.0
3792,Adriatic Sea,D06/30/1997, 06/30/1997,D,6,30,1997,20.63,42.0,17.0
3825,Adriatic Sea,D07/11/1997, 07/11/1997,D,7,11,1997,-29.87,42.0,17.0
3850,Adriatic Sea,D07/21/1997, 07/21/1997,D,7,21,1997,-49.47,42.0,17.0
3875,Adriatic Sea,D07/31/1997, 07/31/1997,D,7,31,1997,-12.07,42.0,17.0
3900,Adriatic Sea,D08/19/1997, 08/19/1997,D,8,19,1997,-31.27,42.0,17.0
3925,Adriatic Sea,D08/29/1997, 08/29/1997,D,8,29,1997,-4.57,42.0,17.0
3927,Adriatic Sea,D09/07/1997, 09/07/1997,D,9,7,1997,9.63,42.0,17.0
3975,Adriatic Sea,D09/18/1997, 09/18/1997,D,9,18,1997,44.93,42.0,17.0
4000,Adriatic Sea,D09/28/1997, 09/28/1997,D,9,28,1997,14.03,42.0,17.0
4025,Adriatic Sea,D10/18/1997, 10/18/1997,D,10,18,1997,87.83,42.0,17.0
4050,Adriatic Sea,D10/28/1997, 10/28/1997,D,10,28,1997,104.13,42.0,17.0
4075,Adriatic Sea,D11/07/1997, 11/07/1997,D,11,7,1997,152.03,42.0,17.0
4100,Adriatic Sea,D11/17/1997, 11/17/1997,D,11,17,1997,180.73,42.0,17.0
4123,Adriatic Sea,D11/26/1997, 11/26/1997,D,11,26,1997,127.93,42.0,17.0
4150,Adriatic Sea,D12/06/1997, 12/06/1997,D,12,6,1997,71.63,42.0,17.0
4175,Adriatic Sea,D12/16/1997, 12/16/1997,D,12,16,1997,84.23,42.0,17.0
4200,Adriatic Sea,D12/26/1997, 12/26/1997,D,12,26,1997,174.73,42.0,17.0
4225,Adriatic Sea,D01/05/1998, 01/05/1998,D,1,5,1998,30.83,42.0,17.0
4250,Adriatic Sea,D01/15/1998, 01/15/1998,D,1,15,1998,-7.47,42.0,17.0
4275,Adriatic Sea,D02/04/1998, 02/04/1998,D,2,4,1998,70.83,42.0,17.0
4295,Adriatic Sea,D02/13/1998, 02/13/1998,D,2,13,1998,28.33,42.0,17.0
4322,Adriatic Sea,D02/23/1998, 02/23/1998,D,2,23,1998,-29.27,42.0,17.0
4349,Adriatic Sea,D03/05/1998, 03/05/1998,D,3,5,1998,-38.67,42.0,17.0
4373,Adriatic Sea,D03/15/1998, 03/15/1998,D,3,15,1998,-89.47,42.0,17.0
4399,Adriatic Sea,D03/25/1998, 03/25/1998,D,3,25,1998,-123.57,42.0,17.0
4424,Adriatic Sea,D04/04/1998, 04/04/1998,D,4,4,1998,-40.87,42.0,17.0
4429,Adriatic Sea,D04/13/1998, 04/13/1998,D,4,13,1998,-58.07,42.0,17.0
4475,Adriatic Sea,D04/24/1998, 04/24/1998,D,4,24,1998,6.53,42.0,17.0
4499,Adriatic Sea,D05/04/1998, 05/04/1998,D,5,4,1998,-32.67,42.0,17.0
4525,Adriatic Sea,D05/14/1998, 05/14/1998,D,5,14,1998,-26.47,42.0,17.0
4545,Adriatic Sea,D06/02/1998, 06/02/1998,D,6,2,1998,14.33,42.0,17.0
4571,Adriatic Sea,D06/12/1998, 06/12/1998,D,6,12,1998,2.63,42.0,17.0
4599,Adriatic Sea,D06/22/1998, 06/22/1998,D,6,22,1998,-29.97,42.0,17.0
4624,Adriatic Sea,D07/02/1998, 07/02/1998,D,7,2,1998,7.93,42.0,17.0
4650,Adriatic Sea,D07/13/1998, 07/13/1998,D,7,13,1998,7.83,42.0,17.0
4675,Adriatic Sea,D07/22/1998, 07/22/1998,D,7,22,1998,-34.17,42.0,17.0
4700,Adriatic Sea,D08/11/1998, 08/11/1998,D,8,11,1998,11.03,42.0,17.0
4725,Adriatic Sea,D08/22/1998, 08/22/1998,D,8,22,1998,7.13,42.0,17.0
4750,Adriatic Sea,D08/31/1998, 08/31/1998,D,8,31,1998,41.93,42.0,17.0
4775,Adriatic Sea,D09/10/1998, 09/10/1998,D,9,10,1998,39.23,42.0,17.0
4800,Adriatic Sea,D09/20/1998, 09/20/1998,D,9,20,1998,71.13,42.0,17.0
4825,Adriatic Sea,D09/30/1998, 09/30/1998,D,9,30,1998,52.03,42.0,17.0
4848,Adriatic Sea,D10/09/1998, 10/09/1998,D,10,9,1998,115.23,42.0,17.0
4874,Adriatic Sea,D10/29/1998, 10/29/1998,D,10,29,1998,103.33,42.0,17.0
4900,Adriatic Sea,D11/08/1998, 11/08/1998,D,11,8,1998,78.73,42.0,17.0
4925,Adriatic Sea,D11/18/1998, 11/18/1998,D,11,18,1998,73.13,42.0,17.0
4950,Adriatic Sea,D11/28/1998, 11/28/1998,D,11,28,1998,28.33,42.0,17.0
4975,Adriatic Sea,D12/09/1998, 12/09/1998,D,12,9,1998,68.33,42.0,17.0
5000,Adriatic Sea,D12/18/1998, 12/18/1998,D,12,18,1998,-8.17,42.0,17.0
5025,Adriatic Sea,D12/28/1998, 12/28/1998,D,12,28,1998,30.73,42.0,17.0
5050,Adriatic Sea,D01/07/1999, 01/07/1999,D,1,7,1999,53.83,42.0,17.0
5071,Adriatic Sea,D01/16/1999, 01/16/1999,D,1,16,1999,-1.57,42.0,17.0
5100,Adriatic Sea,D02/06/1999, 02/06/1999,D,2,6,1999,-33.17,42.0,17.0
5125,Adriatic Sea,D02/17/1999, 02/17/1999,D,2,17,1999,19.93,42.0,17.0
5150,Adriatic Sea,D02/26/1999, 02/26/1999,D,2,26,1999,-61.97,42.0,17.0
5175,Adriatic Sea,D03/07/1999, 03/07/1999,D,3,7,1999,-67.37,42.0,17.0
5200,Adriatic Sea,D03/18/1999, 03/18/1999,D,3,18,1999,-6.57,42.0,17.0
5225,Adriatic Sea,D03/28/1999, 03/28/1999,D,3,28,1999,-39.57,42.0,17.0
5250,Adriatic Sea,D04/06/1999, 04/06/1999,D,4,6,1999,-49.77,42.0,17.0
5275,Adriatic Sea,D04/17/1999, 04/17/1999,D,4,17,1999,-83.67,42.0,17.0
5300,Adriatic Sea,D05/07/1999, 05/07/1999,D,5,7,1999,1.13,42.0,17.0
5325,Adriatic Sea,D05/16/1999, 05/16/1999,D,5,16,1999,-41.57,42.0,17.0
5349,Adriatic Sea,D05/25/1999, 05/25/1999,D,5,25,1999,-14.07,42.0,17.0
5375,Adriatic Sea,D06/05/1999, 06/05/1999,D,6,5,1999,-28.97,42.0,17.0
5400,Adriatic Sea,D06/14/1999, 06/14/1999,D,6,14,1999,-51.87,42.0,17.0
5425,Adriatic Sea,D06/24/1999, 06/24/1999,D,6,24,1999,-65.37,42.0,17.0
5450,Adriatic Sea,D07/04/1999, 07/04/1999,D,7,4,1999,-44.97,42.0,17.0
5475,Adriatic Sea,D07/14/1999, 07/14/1999,D,7,14,1999,-5.07,42.0,17.0
5483,Adriatic Sea,D07/23/1999, 07/23/1999,D,7,23,1999,-7.87,42.0,17.0
5525,Adriatic Sea,D08/03/1999, 08/03/1999,D,8,3,1999,-16.17,42.0,17.0
5550,Adriatic Sea,D08/13/1999, 08/13/1999,D,8,13,1999,50.53,42.0,17.0
5575,Adriatic Sea,D08/23/1999, 08/23/1999,D,8,23,1999,43.63,42.0,17.0
5600,Adriatic Sea,D09/12/1999, 09/12/1999,D,9,12,1999,12.23,42.0,17.0
5625,Adriatic Sea,D09/22/1999, 09/22/1999,D,9,22,1999,78.23,42.0,17.0
5650,Adriatic Sea,D10/01/1999, 10/01/1999,D,10,1,1999,97.63,42.0,17.0
5675,Adriatic Sea,D10/11/1999, 10/11/1999,D,10,11,1999,37.53,42.0,17.0
5700,Adriatic Sea,D10/21/1999, 10/21/1999,D,10,21,1999,79.03,42.0,17.0
5725,Adriatic Sea,D10/31/1999, 10/31/1999,D,10,31,1999,110.43,42.0,17.0
5735,Adriatic Sea,D11/09/1999, 11/09/1999,D,11,9,1999,86.03,42.0,17.0
5775,Adriatic Sea,D11/20/1999, 11/20/1999,D,11,20,1999,124.53,42.0,17.0
5800,Adriatic Sea,D11/30/1999, 11/30/1999,D,11,30,1999,-13.97,42.0,17.0
5825,Adriatic Sea,D12/20/1999, 12/20/1999,D,12,20,1999,78.33,42.0,17.0
5850,Adriatic Sea,D12/30/1999, 12/30/1999,D,12,30,1999,0.83,42.0,17.0
5875,Adriatic Sea,D01/09/2000, 01/09/2000,D,1,9,2000,-3.47,42.0,17.0
5900,Adriatic Sea,D01/18/2000, 01/18/2000,D,1,18,2000,-23.17,42.0,17.0
5924,Adriatic Sea,D01/28/2000, 01/28/2000,D,1,28,2000,-18.97,42.0,17.0
5950,Adriatic Sea,D02/08/2000, 02/08/2000,D,2,8,2000,-45.67,42.0,17.0
5975,Adriatic Sea,D02/17/2000, 02/17/2000,D,2,17,2000,-28.27,42.0,17.0
6000,Adriatic Sea,D02/27/2000, 02/27/2000,D,2,27,2000,-40.37,42.0,17.0
6025,Adriatic Sea,D03/08/2000, 03/08/2000,D,3,8,2000,-86.57,42.0,17.0
6050,Adriatic Sea,D03/18/2000, 03/18/2000,D,3,18,2000,-74.37,42.0,17.0
6075,Adriatic Sea,D03/29/2000, 03/29/2000,D,3,29,2000,-60.47,42.0,17.0
6100,Adriatic Sea,D04/17/2000, 04/17/2000,D,4,17,2000,74.63,42.0,17.0
6118,Adriatic Sea,D04/26/2000, 04/26/2000,D,4,26,2000,54.93,42.0,17.0
6150,Adriatic Sea,D05/07/2000, 05/07/2000,D,5,7,2000,-3.97,42.0,17.0
6175,Adriatic Sea,D05/17/2000, 05/17/2000,D,5,17,2000,-18.17,42.0,17.0
6200,Adriatic Sea,D05/27/2000, 05/27/2000,D,5,27,2000,-24.67,42.0,17.0
6225,Adriatic Sea,D06/06/2000, 06/06/2000,D,6,6,2000,-34.27,42.0,17.0
6250,Adriatic Sea,D06/16/2000, 06/16/2000,D,6,16,2000,-12.37,42.0,17.0
6275,Adriatic Sea,D06/26/2000, 06/26/2000,D,6,26,2000,-42.67,42.0,17.0
6300,Adriatic Sea,D07/06/2000, 07/06/2000,D,7,6,2000,-14.47,42.0,17.0
6325,Adriatic Sea,D07/15/2000, 07/15/2000,D,7,15,2000,-9.77,42.0,17.0
6350,Adriatic Sea,D08/04/2000, 08/04/2000,D,8,4,2000,-0.37,42.0,17.0
6375,Adriatic Sea,D08/14/2000, 08/14/2000,D,8,14,2000,-67.47,42.0,17.0
6400,Adriatic Sea,D08/24/2000, 08/24/2000,D,8,24,2000,10.13,42.0,17.0
6425,Adriatic Sea,D09/03/2000, 09/03/2000,D,9,3,2000,21.13,42.0,17.0
6450,Adriatic Sea,D09/13/2000, 09/13/2000,D,9,13,2000,49.93,42.0,17.0
6472,Adriatic Sea,D09/22/2000, 09/22/2000,D,9,22,2000,71.93,42.0,17.0
6500,Adriatic Sea,D10/03/2000, 10/03/2000,D,10,3,2000,52.53,42.0,17.0
6525,Adriatic Sea,D10/13/2000, 10/13/2000,D,10,13,2000,99.93,42.0,17.0
6550,Adriatic Sea,D10/23/2000, 10/23/2000,D,10,23,2000,72.63,42.0,17.0
6575,Adriatic Sea,D11/11/2000, 11/11/2000,D,11,11,2000,166.23,42.0,17.0
6600,Adriatic Sea,D11/21/2000, 11/21/2000,D,11,21,2000,162.13,42.0,17.0
6623,Adriatic Sea,D12/01/2000, 12/01/2000,D,12,1,2000,134.83,42.0,17.0
6650,Adriatic Sea,D12/11/2000, 12/11/2000,D,12,11,2000,75.13,42.0,17.0
6675,Adriatic Sea,D12/21/2000, 12/21/2000,D,12,21,2000,52.83,42.0,17.0
6700,Adriatic Sea,D12/31/2000, 12/31/2000,D,12,31,2000,204.63,42.0,17.0
6725,Adriatic Sea,D01/10/2001, 01/10/2001,D,1,10,2001,196.43,42.0,17.0
6750,Adriatic Sea,D01/30/2001, 01/30/2001,D,1,30,2001,81.93,42.0,17.0
6775,Adriatic Sea,D02/09/2001, 02/09/2001,D,2,9,2001,88.13,42.0,17.0
6800,Adriatic Sea,D02/19/2001, 02/19/2001,D,2,19,2001,-22.67,42.0,17.0
6825,Adriatic Sea,D03/01/2001, 03/01/2001,D,3,1,2001,0.33,42.0,17.0
6850,Adriatic Sea,D03/11/2001, 03/11/2001,D,3,11,2001,122.23,42.0,17.0
6874,Adriatic Sea,D03/20/2001, 03/20/2001,D,3,20,2001,21.83,42.0,17.0
6900,Adriatic Sea,D03/30/2001, 03/30/2001,D,3,30,2001,21.43,42.0,17.0
6925,Adriatic Sea,D04/09/2001, 04/09/2001,D,4,9,2001,-50.17,42.0,17.0
6950,Adriatic Sea,D04/20/2001, 04/20/2001,D,4,20,2001,-72.07,42.0,17.0
6975,Adriatic Sea,D04/30/2001, 04/30/2001,D,4,30,2001,-29.87,42.0,17.0
7000,Adriatic Sea,D05/09/2001, 05/09/2001,D,5,9,2001,22.53,42.0,17.0
7018,Adriatic Sea,D05/18/2001, 05/18/2001,D,5,18,2001,32.13,42.0,17.0
7044,Adriatic Sea,D05/28/2001, 05/28/2001,D,5,28,2001,-27.77,42.0,17.0
