ObjectId,Sea,Goofy Date,Date,???,Day,Month,Year,Value (in mm),Lat,Long
8162,Southern Ocean,D04/29/2002, 04/29/2002,D,4,29,2002,23.76,-55.0,-13.0
8193,Southern Ocean,D05/09/2002, 05/09/2002,D,5,9,2002,13.45,-55.0,-13.0
8217,Southern Ocean,D05/09/2002, 05/09/2002,D,5,9,2002,17.76,-55.0,-13.0
8244,Southern Ocean,D05/19/2002, 05/19/2002,D,5,19,2002,9.05,-55.0,-13.0
8267,Southern Ocean,D05/19/2002, 05/19/2002,D,5,19,2002,7.86,-55.0,-13.0
8295,Southern Ocean,D05/29/2002, 05/29/2002,D,5,29,2002,8.95,-55.0,-13.0
8318,Southern Ocean,D05/29/2002, 05/29/2002,D,5,29,2002,7.96,-55.0,-13.0
8347,Southern Ocean,D06/08/2002, 06/08/2002,D,6,8,2002,6.05,-55.0,-13.0
8368,Southern Ocean,D06/08/2002, 06/08/2002,D,6,8,2002,7.16,-55.0,-13.0
8397,Southern Ocean,D06/18/2002, 06/18/2002,D,6,18,2002,2.85,-55.0,-13.0
8418,Southern Ocean,D06/18/2002, 06/18/2002,D,6,18,2002,3.96,-55.0,-13.0
8447,Southern Ocean,D06/28/2002, 06/28/2002,D,6,28,2002,2.75,-55.0,-13.0
8468,Southern Ocean,D06/28/2002, 06/28/2002,D,6,28,2002,0.46,-55.0,-13.0
8494,Southern Ocean,D07/08/2002, 07/08/2002,D,7,8,2002,-6.05,-55.0,-13.0
8531,Southern Ocean,D07/18/2002, 07/18/2002,D,7,18,2002,-15.85,-55.0,-13.0
8544,Southern Ocean,D07/18/2002, 07/18/2002,D,7,18,2002,-22.94,-55.0,-13.0
8565,Southern Ocean,D07/27/2002, 07/27/2002,D,7,27,2002,-11.65,-55.0,-13.0
8582,Southern Ocean,D07/27/2002, 07/27/2002,D,7,27,2002,-19.74,-55.0,-13.0
8614,Southern Ocean,D08/06/2002, 08/06/2002,D,8,6,2002,-3.85,-55.0,-13.0
8633,Southern Ocean,D08/06/2002, 08/06/2002,D,8,6,2002,-1.64,-55.0,-13.0
8670,Southern Ocean,D08/16/2002, 08/16/2002,D,8,16,2002,-3.35,-55.0,-13.0
8686,Southern Ocean,D08/16/2002, 08/16/2002,D,8,16,2002,-3.84,-55.0,-13.0
8717,Southern Ocean,D08/26/2002, 08/26/2002,D,8,26,2002,-4.85,-55.0,-13.0
8743,Southern Ocean,D08/28/2002, 08/28/2002,D,8,28,2002,-1.84,-55.0,-13.0
8771,Southern Ocean,D09/05/2002, 09/05/2002,D,9,5,2002,-14.65,-55.0,-13.0
8793,Southern Ocean,D09/05/2002, 09/05/2002,D,9,5,2002,-14.64,-55.0,-13.0
8819,Southern Ocean,D09/15/2002, 09/15/2002,D,9,15,2002,-21.45,-55.0,-13.0
8838,Southern Ocean,D09/15/2002, 09/15/2002,D,9,15,2002,-29.04,-55.0,-13.0
8872,Southern Ocean,D09/25/2002, 09/25/2002,D,9,25,2002,-11.15,-55.0,-13.0
8894,Southern Ocean,D09/25/2002, 09/25/2002,D,9,25,2002,-14.94,-55.0,-13.0
8923,Southern Ocean,D10/05/2002, 10/05/2002,D,10,5,2002,-6.75,-55.0,-13.0
8944,Southern Ocean,D10/05/2002, 10/05/2002,D,10,5,2002,-12.34,-55.0,-13.0
8984,Southern Ocean,D10/15/2002, 10/15/2002,D,10,15,2002,-14.25,-55.0,-13.0
8996,Southern Ocean,D10/15/2002, 10/15/2002,D,10,15,2002,-12.74,-55.0,-13.0
9028,Southern Ocean,D10/25/2002, 10/25/2002,D,10,25,2002,-9.25,-55.0,-13.0
9045,Southern Ocean,D10/25/2002, 10/25/2002,D,10,25,2002,-3.94,-55.0,-13.0
9075,Southern Ocean,D11/04/2002, 11/04/2002,D,11,4,2002,-14.65,-55.0,-13.0
9094,Southern Ocean,D11/04/2002, 11/04/2002,D,11,4,2002,-9.94,-55.0,-13.0
9112,Southern Ocean,D11/13/2002, 11/13/2002,D,11,13,2002,-9.75,-55.0,-13.0
9147,Southern Ocean,D11/14/2002, 11/14/2002,D,11,14,2002,-5.74,-55.0,-13.0
9170,Southern Ocean,D11/23/2002, 11/23/2002,D,11,23,2002,4.15,-55.0,-13.0
9194,Southern Ocean,D11/24/2002, 11/24/2002,D,11,24,2002,7.56,-55.0,-13.0
9219,Southern Ocean,D12/03/2002, 12/03/2002,D,12,3,2002,3.55,-55.0,-13.0
9241,Southern Ocean,D12/03/2002, 12/03/2002,D,12,3,2002,11.46,-55.0,-13.0
9272,Southern Ocean,D12/13/2002, 12/13/2002,D,12,13,2002,1.15,-55.0,-13.0
9292,Southern Ocean,D12/13/2002, 12/13/2002,D,12,13,2002,8.16,-55.0,-13.0
9321,Southern Ocean,D12/23/2002, 12/23/2002,D,12,23,2002,5.65,-55.0,-13.0
9341,Southern Ocean,D12/23/2002, 12/23/2002,D,12,23,2002,10.86,-55.0,-13.0
9373,Southern Ocean,D01/02/2003, 01/02/2003,D,1,2,2003,11.75,-55.0,-13.0
9394,Southern Ocean,D01/02/2003, 01/02/2003,D,1,2,2003,19.16,-55.0,-13.0
9425,Southern Ocean,D01/12/2003, 01/12/2003,D,1,12,2003,11.35,-55.0,-13.0
9442,Southern Ocean,D01/12/2003, 01/12/2003,D,1,12,2003,18.76,-55.0,-13.0
9475,Southern Ocean,D01/22/2003, 01/22/2003,D,1,22,2003,23.75,-55.0,-13.0
9493,Southern Ocean,D01/22/2003, 01/22/2003,D,1,22,2003,25.56,-55.0,-13.0
9527,Southern Ocean,D02/01/2003, 02/01/2003,D,2,1,2003,25.55,-55.0,-13.0
9545,Southern Ocean,D02/01/2003, 02/01/2003,D,2,1,2003,27.16,-55.0,-13.0
9579,Southern Ocean,D02/11/2003, 02/11/2003,D,2,11,2003,32.75,-55.0,-13.0
9594,Southern Ocean,D02/11/2003, 02/11/2003,D,2,11,2003,36.56,-55.0,-13.0
9616,Southern Ocean,D02/20/2003, 02/20/2003,D,2,20,2003,28.76,-55.0,-13.0
9628,Southern Ocean,D02/21/2003, 02/21/2003,D,2,21,2003,30.15,-55.0,-13.0
9661,Southern Ocean,D03/02/2003, 03/02/2003,D,3,2,2003,28.05,-55.0,-13.0
9675,Southern Ocean,D03/02/2003, 03/02/2003,D,3,2,2003,32.46,-55.0,-13.0
9715,Southern Ocean,D03/12/2003, 03/12/2003,D,3,12,2003,38.25,-55.0,-13.0
9733,Southern Ocean,D03/12/2003, 03/12/2003,D,3,12,2003,38.36,-55.0,-13.0
9771,Southern Ocean,D03/22/2003, 03/22/2003,D,3,22,2003,36.95,-55.0,-13.0
9790,Southern Ocean,D03/22/2003, 03/22/2003,D,3,22,2003,36.86,-55.0,-13.0
9818,Southern Ocean,D04/01/2003, 04/01/2003,D,4,1,2003,32.55,-55.0,-13.0
9840,Southern Ocean,D04/01/2003, 04/01/2003,D,4,1,2003,36.66,-55.0,-13.0
9870,Southern Ocean,D04/11/2003, 04/11/2003,D,4,11,2003,26.86,-55.0,-13.0
9894,Southern Ocean,D04/13/2003, 04/13/2003,D,4,13,2003,23.65,-55.0,-13.0
9919,Southern Ocean,D04/21/2003, 04/21/2003,D,4,21,2003,25.75,-55.0,-13.0
9942,Southern Ocean,D04/21/2003, 04/21/2003,D,4,21,2003,27.86,-55.0,-13.0
9974,Southern Ocean,D05/01/2003, 05/01/2003,D,5,1,2003,24.35,-55.0,-13.0
9993,Southern Ocean,D05/01/2003, 05/01/2003,D,5,1,2003,28.36,-55.0,-13.0
10023,Southern Ocean,D05/11/2003, 05/11/2003,D,5,11,2003,20.75,-55.0,-13.0
10043,Southern Ocean,D05/11/2003, 05/11/2003,D,5,11,2003,22.96,-55.0,-13.0
10073,Southern Ocean,D05/21/2003, 05/21/2003,D,5,21,2003,15.35,-55.0,-13.0
10093,Southern Ocean,D05/21/2003, 05/21/2003,D,5,21,2003,17.36,-55.0,-13.0
10128,Southern Ocean,D05/31/2003, 05/31/2003,D,5,31,2003,14.85,-55.0,-13.0
10144,Southern Ocean,D05/31/2003, 05/31/2003,D,5,31,2003,12.36,-55.0,-13.0
10179,Southern Ocean,D06/10/2003, 06/10/2003,D,6,10,2003,10.45,-55.0,-13.0
10195,Southern Ocean,D06/10/2003, 06/10/2003,D,6,10,2003,11.76,-55.0,-13.0
10214,Southern Ocean,D06/19/2003, 06/19/2003,D,6,19,2003,5.65,-55.0,-13.0
10228,Southern Ocean,D06/19/2003, 06/19/2003,D,6,19,2003,8.76,-55.0,-13.0
10265,Southern Ocean,D06/29/2003, 06/29/2003,D,6,29,2003,2.65,-55.0,-13.0
10283,Southern Ocean,D06/29/2003, 06/29/2003,D,6,29,2003,-0.34,-55.0,-13.0
10317,Southern Ocean,D07/09/2003, 07/09/2003,D,7,9,2003,-4.75,-55.0,-13.0
10345,Southern Ocean,D07/19/2003, 07/19/2003,D,7,19,2003,-2.45,-55.0,-13.0
10366,Southern Ocean,D07/19/2003, 07/19/2003,D,7,19,2003,-7.54,-55.0,-13.0
10394,Southern Ocean,D07/29/2003, 07/29/2003,D,7,29,2003,-5.15,-55.0,-13.0
10420,Southern Ocean,D08/01/2003, 08/01/2003,D,8,1,2003,-16.24,-55.0,-13.0
10446,Southern Ocean,D08/08/2003, 08/08/2003,D,8,8,2003,-13.65,-55.0,-13.0
10468,Southern Ocean,D08/08/2003, 08/08/2003,D,8,8,2003,-16.74,-55.0,-13.0
10496,Southern Ocean,D08/18/2003, 08/18/2003,D,8,18,2003,-13.55,-55.0,-13.0
10519,Southern Ocean,D08/18/2003, 08/18/2003,D,8,18,2003,-14.64,-55.0,-13.0
10549,Southern Ocean,D08/28/2003, 08/28/2003,D,8,28,2003,-12.95,-55.0,-13.0
10568,Southern Ocean,D08/28/2003, 08/28/2003,D,8,28,2003,-14.44,-55.0,-13.0
10600,Southern Ocean,D09/07/2003, 09/07/2003,D,9,7,2003,-12.35,-55.0,-13.0
10620,Southern Ocean,D09/07/2003, 09/07/2003,D,9,7,2003,-12.14,-55.0,-13.0
10651,Southern Ocean,D09/17/2003, 09/17/2003,D,9,17,2003,-12.65,-55.0,-13.0
10670,Southern Ocean,D09/17/2003, 09/17/2003,D,9,17,2003,-15.94,-55.0,-13.0
10702,Southern Ocean,D09/27/2003, 09/27/2003,D,9,27,2003,-13.85,-55.0,-13.0
10719,Southern Ocean,D09/27/2003, 09/27/2003,D,9,27,2003,-14.84,-55.0,-13.0
10741,Southern Ocean,D10/06/2003, 10/06/2003,D,10,6,2003,-3.05,-55.0,-13.0
10756,Southern Ocean,D10/06/2003, 10/06/2003,D,10,6,2003,-3.14,-55.0,-13.0
10790,Southern Ocean,D10/16/2003, 10/16/2003,D,10,16,2003,-5.05,-55.0,-13.0
10808,Southern Ocean,D10/16/2003, 10/16/2003,D,10,16,2003,-8.84,-55.0,-13.0
10842,Southern Ocean,D10/26/2003, 10/26/2003,D,10,26,2003,-5.15,-55.0,-13.0
10860,Southern Ocean,D10/26/2003, 10/26/2003,D,10,26,2003,-4.54,-55.0,-13.0
10896,Southern Ocean,D11/05/2003, 11/05/2003,D,11,5,2003,-5.25,-55.0,-13.0
10915,Southern Ocean,D11/05/2003, 11/05/2003,D,11,5,2003,-3.54,-55.0,-13.0
10941,Southern Ocean,D11/14/2003, 11/14/2003,D,11,14,2003,-6.95,-55.0,-13.0
10968,Southern Ocean,D11/15/2003, 11/15/2003,D,11,15,2003,-5.74,-55.0,-13.0
10993,Southern Ocean,D11/29/2003, 11/29/2003,D,11,29,2003,-1.35,-55.0,-13.0
11017,Southern Ocean,D11/29/2003, 11/29/2003,D,11,29,2003,2.56,-55.0,-13.0
11041,Southern Ocean,D12/03/2003, 12/03/2003,D,12,3,2003,6.76,-55.0,-13.0
11066,Southern Ocean,D12/05/2003, 12/05/2003,D,12,5,2003,4.45,-55.0,-13.0
11098,Southern Ocean,D12/15/2003, 12/15/2003,D,12,15,2003,2.65,-55.0,-13.0
11117,Southern Ocean,D12/15/2003, 12/15/2003,D,12,15,2003,10.56,-55.0,-13.0
11147,Southern Ocean,D12/25/2003, 12/25/2003,D,12,25,2003,2.35,-55.0,-13.0
11166,Southern Ocean,D12/25/2003, 12/25/2003,D,12,25,2003,9.06,-55.0,-13.0
11199,Southern Ocean,D01/04/2004, 01/04/2004,D,1,4,2004,13.95,-55.0,-13.0
11216,Southern Ocean,D01/04/2004, 01/04/2004,D,1,4,2004,20.76,-55.0,-13.0
11251,Southern Ocean,D01/14/2004, 01/14/2004,D,1,14,2004,21.95,-55.0,-13.0
11266,Southern Ocean,D01/14/2004, 01/14/2004,D,1,14,2004,20.86,-55.0,-13.0
11286,Southern Ocean,D01/23/2004, 01/23/2004,D,1,23,2004,29.35,-55.0,-13.0
11319,Southern Ocean,D01/24/2004, 01/24/2004,D,1,24,2004,25.36,-55.0,-13.0
11335,Southern Ocean,D02/02/2004, 02/02/2004,D,2,2,2004,34.15,-55.0,-13.0
11353,Southern Ocean,D02/02/2004, 02/02/2004,D,2,2,2004,30.96,-55.0,-13.0
11391,Southern Ocean,D02/11/2004, 02/11/2004,D,2,11,2004,26.05,-55.0,-13.0
11411,Southern Ocean,D02/12/2004, 02/12/2004,D,2,12,2004,31.26,-55.0,-13.0
11439,Southern Ocean,D02/22/2004, 02/22/2004,D,2,22,2004,28.26,-55.0,-13.0
11466,Southern Ocean,D02/24/2004, 02/24/2004,D,2,24,2004,26.65,-55.0,-13.0
11490,Southern Ocean,D03/03/2004, 03/03/2004,D,3,3,2004,30.65,-55.0,-13.0
11510,Southern Ocean,D03/03/2004, 03/03/2004,D,3,3,2004,29.06,-55.0,-13.0
11543,Southern Ocean,D03/13/2004, 03/13/2004,D,3,13,2004,32.15,-55.0,-13.0
11562,Southern Ocean,D03/13/2004, 03/13/2004,D,3,13,2004,30.86,-55.0,-13.0
11593,Southern Ocean,D03/23/2004, 03/23/2004,D,3,23,2004,24.15,-55.0,-13.0
11614,Southern Ocean,D03/23/2004, 03/23/2004,D,3,23,2004,21.86,-55.0,-13.0
11636,Southern Ocean,D04/01/2004, 04/01/2004,D,4,1,2004,30.95,-55.0,-13.0
11663,Southern Ocean,D04/02/2004, 04/02/2004,D,4,2,2004,35.46,-55.0,-13.0
11692,Southern Ocean,D04/12/2004, 04/12/2004,D,4,12,2004,32.55,-55.0,-13.0
11714,Southern Ocean,D04/12/2004, 04/12/2004,D,4,12,2004,40.86,-55.0,-13.0
11742,Southern Ocean,D04/22/2004, 04/22/2004,D,4,22,2004,31.65,-55.0,-13.0
11765,Southern Ocean,D04/22/2004, 04/22/2004,D,4,22,2004,36.06,-55.0,-13.0
11796,Southern Ocean,D05/02/2004, 05/02/2004,D,5,2,2004,22.85,-55.0,-13.0
11815,Southern Ocean,D05/02/2004, 05/02/2004,D,5,2,2004,23.06,-55.0,-13.0
11845,Southern Ocean,D05/12/2004, 05/12/2004,D,5,12,2004,17.85,-55.0,-13.0
11866,Southern Ocean,D05/12/2004, 05/12/2004,D,5,12,2004,20.96,-55.0,-13.0
11899,Southern Ocean,D05/22/2004, 05/22/2004,D,5,22,2004,6.95,-55.0,-13.0
11916,Southern Ocean,D05/22/2004, 05/22/2004,D,5,22,2004,8.56,-55.0,-13.0
11941,Southern Ocean,D06/01/2004, 06/01/2004,D,6,1,2004,8.45,-55.0,-13.0
11966,Southern Ocean,D06/11/2004, 06/11/2004,D,6,11,2004,-0.95,-55.0,-13.0
12000,Southern Ocean,D06/21/2004, 06/21/2004,D,6,21,2004,-6.65,-55.0,-13.0
12016,Southern Ocean,D06/21/2004, 06/21/2004,D,6,21,2004,-6.14,-55.0,-13.0
12057,Southern Ocean,D07/01/2004, 07/01/2004,D,7,1,2004,12.05,-55.0,-13.0
12068,Southern Ocean,D07/01/2004, 07/01/2004,D,7,1,2004,15.66,-55.0,-13.0
12092,Southern Ocean,D07/10/2004, 07/10/2004,D,7,10,2004,10.55,-55.0,-13.0
12110,Southern Ocean,D07/10/2004, 07/10/2004,D,7,10,2004,11.36,-55.0,-13.0
12138,Southern Ocean,D07/20/2004, 07/20/2004,D,7,20,2004,8.35,-55.0,-13.0
12148,Southern Ocean,D07/20/2004, 07/20/2004,D,7,20,2004,0.46,-55.0,-13.0
12197,Southern Ocean,D07/30/2004, 07/30/2004,D,7,30,2004,3.25,-55.0,-13.0
12212,Southern Ocean,D07/30/2004, 07/30/2004,D,7,30,2004,2.56,-55.0,-13.0
12241,Southern Ocean,D08/09/2004, 08/09/2004,D,8,9,2004,0.35,-55.0,-13.0
12259,Southern Ocean,D08/09/2004, 08/09/2004,D,8,9,2004,0.66,-55.0,-13.0
12291,Southern Ocean,D08/19/2004, 08/19/2004,D,8,19,2004,4.15,-55.0,-13.0
12311,Southern Ocean,D08/19/2004, 08/19/2004,D,8,19,2004,2.26,-55.0,-13.0
12344,Southern Ocean,D08/29/2004, 08/29/2004,D,8,29,2004,1.55,-55.0,-13.0
12363,Southern Ocean,D08/29/2004, 08/29/2004,D,8,29,2004,-1.44,-55.0,-13.0
12395,Southern Ocean,D09/08/2004, 09/08/2004,D,9,8,2004,1.35,-55.0,-13.0
12415,Southern Ocean,D09/08/2004, 09/08/2004,D,9,8,2004,-4.34,-55.0,-13.0
12446,Southern Ocean,D09/18/2004, 09/18/2004,D,9,18,2004,6.55,-55.0,-13.0
12466,Southern Ocean,D09/18/2004, 09/18/2004,D,9,18,2004,2.06,-55.0,-13.0
12495,Southern Ocean,D09/28/2004, 09/28/2004,D,9,28,2004,1.95,-55.0,-13.0
12515,Southern Ocean,D09/28/2004, 09/28/2004,D,9,28,2004,-2.44,-55.0,-13.0
12548,Southern Ocean,D10/08/2004, 10/08/2004,D,10,8,2004,-4.75,-55.0,-13.0
12566,Southern Ocean,D10/08/2004, 10/08/2004,D,10,8,2004,-1.94,-55.0,-13.0
12597,Southern Ocean,D10/18/2004, 10/18/2004,D,10,18,2004,-0.95,-55.0,-13.0
12615,Southern Ocean,D10/18/2004, 10/18/2004,D,10,18,2004,-1.64,-55.0,-13.0
12646,Southern Ocean,D10/28/2004, 10/28/2004,D,10,28,2004,7.95,-55.0,-13.0
12662,Southern Ocean,D10/28/2004, 10/28/2004,D,10,28,2004,7.66,-55.0,-13.0
12699,Southern Ocean,D11/07/2004, 11/07/2004,D,11,7,2004,8.25,-55.0,-13.0
12716,Southern Ocean,D11/07/2004, 11/07/2004,D,11,7,2004,8.76,-55.0,-13.0
12748,Southern Ocean,D11/17/2004, 11/17/2004,D,11,17,2004,2.05,-55.0,-13.0
12765,Southern Ocean,D11/17/2004, 11/17/2004,D,11,17,2004,3.86,-55.0,-13.0
12782,Southern Ocean,D11/26/2004, 11/26/2004,D,11,26,2004,6.75,-55.0,-13.0
12815,Southern Ocean,D11/27/2004, 11/27/2004,D,11,27,2004,10.66,-55.0,-13.0
12834,Southern Ocean,D12/06/2004, 12/06/2004,D,12,6,2004,5.75,-55.0,-13.0
12865,Southern Ocean,D12/07/2004, 12/07/2004,D,12,7,2004,13.56,-55.0,-13.0
12891,Southern Ocean,D12/15/2004, 12/15/2004,D,12,15,2004,17.56,-55.0,-13.0
12906,Southern Ocean,D12/16/2004, 12/16/2004,D,12,16,2004,12.75,-55.0,-13.0
12936,Southern Ocean,D12/26/2004, 12/26/2004,D,12,26,2004,21.75,-55.0,-13.0
12954,Southern Ocean,D12/26/2004, 12/26/2004,D,12,26,2004,21.86,-55.0,-13.0
12989,Southern Ocean,D01/05/2005, 01/05/2005,D,1,5,2005,17.55,-55.0,-13.0
13006,Southern Ocean,D01/05/2005, 01/05/2005,D,1,5,2005,14.36,-55.0,-13.0
13042,Southern Ocean,D01/15/2005, 01/15/2005,D,1,15,2005,23.35,-55.0,-13.0
13059,Southern Ocean,D01/15/2005, 01/15/2005,D,1,15,2005,25.26,-55.0,-13.0
13092,Southern Ocean,D01/25/2005, 01/25/2005,D,1,25,2005,36.75,-55.0,-13.0
13112,Southern Ocean,D01/25/2005, 01/25/2005,D,1,25,2005,37.66,-55.0,-13.0
13143,Southern Ocean,D02/04/2005, 02/04/2005,D,2,4,2005,37.35,-55.0,-13.0
13164,Southern Ocean,D02/04/2005, 02/04/2005,D,2,4,2005,33.06,-55.0,-13.0
13195,Southern Ocean,D02/14/2005, 02/14/2005,D,2,14,2005,38.75,-55.0,-13.0
13214,Southern Ocean,D02/14/2005, 02/14/2005,D,2,14,2005,35.56,-55.0,-13.0
13246,Southern Ocean,D02/24/2005, 02/24/2005,D,2,24,2005,40.35,-55.0,-13.0
13265,Southern Ocean,D02/24/2005, 02/24/2005,D,2,24,2005,34.56,-55.0,-13.0
13300,Southern Ocean,D03/06/2005, 03/06/2005,D,3,6,2005,46.25,-55.0,-13.0
13313,Southern Ocean,D03/06/2005, 03/06/2005,D,3,6,2005,43.86,-55.0,-13.0
13348,Southern Ocean,D03/16/2005, 03/16/2005,D,3,16,2005,47.45,-55.0,-13.0
13365,Southern Ocean,D03/16/2005, 03/16/2005,D,3,16,2005,42.46,-55.0,-13.0
13385,Southern Ocean,D03/25/2005, 03/25/2005,D,3,25,2005,42.05,-55.0,-13.0
13395,Southern Ocean,D03/25/2005, 03/25/2005,D,3,25,2005,42.66,-55.0,-13.0
13434,Southern Ocean,D04/04/2005, 04/04/2005,D,4,4,2005,41.35,-55.0,-13.0
13452,Southern Ocean,D04/04/2005, 04/04/2005,D,4,4,2005,43.26,-55.0,-13.0
13489,Southern Ocean,D04/14/2005, 04/14/2005,D,4,14,2005,45.25,-55.0,-13.0
13506,Southern Ocean,D04/14/2005, 04/14/2005,D,4,14,2005,41.56,-55.0,-13.0
13541,Southern Ocean,D04/24/2005, 04/24/2005,D,4,24,2005,30.35,-55.0,-13.0
13560,Southern Ocean,D04/24/2005, 04/24/2005,D,4,24,2005,22.26,-55.0,-13.0
13589,Southern Ocean,D05/04/2005, 05/04/2005,D,5,4,2005,27.85,-55.0,-13.0
13608,Southern Ocean,D05/04/2005, 05/04/2005,D,5,4,2005,30.36,-55.0,-13.0
13643,Southern Ocean,D05/14/2005, 05/14/2005,D,5,14,2005,26.65,-55.0,-13.0
13665,Southern Ocean,D05/14/2005, 05/14/2005,D,5,14,2005,27.46,-55.0,-13.0
13693,Southern Ocean,D05/24/2005, 05/24/2005,D,5,24,2005,28.05,-55.0,-13.0
13712,Southern Ocean,D05/24/2005, 05/24/2005,D,5,24,2005,29.26,-55.0,-13.0
13744,Southern Ocean,D06/03/2005, 06/03/2005,D,6,3,2005,28.55,-55.0,-13.0
13762,Southern Ocean,D06/03/2005, 06/03/2005,D,6,3,2005,24.76,-55.0,-13.0
13797,Southern Ocean,D06/13/2005, 06/13/2005,D,6,13,2005,26.15,-55.0,-13.0
13815,Southern Ocean,D06/13/2005, 06/13/2005,D,6,13,2005,17.86,-55.0,-13.0
13849,Southern Ocean,D06/23/2005, 06/23/2005,D,6,23,2005,13.85,-55.0,-13.0
13866,Southern Ocean,D06/23/2005, 06/23/2005,D,6,23,2005,7.36,-55.0,-13.0
13898,Southern Ocean,D07/03/2005, 07/03/2005,D,7,3,2005,7.55,-55.0,-13.0
13916,Southern Ocean,D07/03/2005, 07/03/2005,D,7,3,2005,-0.84,-55.0,-13.0
13950,Southern Ocean,D07/13/2005, 07/13/2005,D,7,13,2005,4.85,-55.0,-13.0
13965,Southern Ocean,D07/13/2005, 07/13/2005,D,7,13,2005,-4.04,-55.0,-13.0
13988,Southern Ocean,D07/22/2005, 07/22/2005,D,7,22,2005,-7.25,-55.0,-13.0
14003,Southern Ocean,D07/22/2005, 07/22/2005,D,7,22,2005,-7.54,-55.0,-13.0
14036,Southern Ocean,D08/01/2005, 08/01/2005,D,8,1,2005,-0.75,-55.0,-13.0
14055,Southern Ocean,D08/01/2005, 08/01/2005,D,8,1,2005,-7.34,-55.0,-13.0
14090,Southern Ocean,D08/11/2005, 08/11/2005,D,8,11,2005,-2.35,-55.0,-13.0
14111,Southern Ocean,D08/11/2005, 08/11/2005,D,8,11,2005,-7.64,-55.0,-13.0
14140,Southern Ocean,D08/21/2005, 08/21/2005,D,8,21,2005,0.65,-55.0,-13.0
14159,Southern Ocean,D08/21/2005, 08/21/2005,D,8,21,2005,-7.34,-55.0,-13.0
14191,Southern Ocean,D08/31/2005, 08/31/2005,D,8,31,2005,2.45,-55.0,-13.0
14212,Southern Ocean,D08/31/2005, 08/31/2005,D,8,31,2005,-9.84,-55.0,-13.0
14245,Southern Ocean,D09/10/2005, 09/10/2005,D,9,10,2005,-8.55,-55.0,-13.0
14264,Southern Ocean,D09/10/2005, 09/10/2005,D,9,10,2005,-9.44,-55.0,-13.0
14291,Southern Ocean,D09/18/2005, 09/18/2005,D,9,18,2005,-7.55,-55.0,-13.0
14314,Southern Ocean,D09/20/2005, 09/20/2005,D,9,20,2005,-5.24,-55.0,-13.0
14341,Southern Ocean,D09/30/2005, 09/30/2005,D,9,30,2005,-9.44,-55.0,-13.0
14366,Southern Ocean,D10/02/2005, 10/02/2005,D,10,2,2005,-3.65,-55.0,-13.0
14390,Southern Ocean,D10/10/2005, 10/10/2005,D,10,10,2005,2.55,-55.0,-13.0
14415,Southern Ocean,D10/20/2005, 10/20/2005,D,10,20,2005,2.85,-55.0,-13.0
14440,Southern Ocean,D10/30/2005, 10/30/2005,D,10,30,2005,0.85,-55.0,-13.0
14460,Southern Ocean,D11/08/2005, 11/08/2005,D,11,8,2005,4.35,-55.0,-13.0
14487,Southern Ocean,D11/18/2005, 11/18/2005,D,11,18,2005,6.15,-55.0,-13.0
14512,Southern Ocean,D11/28/2005, 11/28/2005,D,11,28,2005,10.95,-55.0,-13.0
14539,Southern Ocean,D12/08/2005, 12/08/2005,D,12,8,2005,11.95,-55.0,-13.0
14565,Southern Ocean,D12/18/2005, 12/18/2005,D,12,18,2005,20.35,-55.0,-13.0
14590,Southern Ocean,D12/28/2005, 12/28/2005,D,12,28,2005,20.25,-55.0,-13.0
14615,Southern Ocean,D01/07/2006, 01/07/2006,D,1,7,2006,19.15,-55.0,-13.0
14640,Southern Ocean,D01/17/2006, 01/17/2006,D,1,17,2006,21.25,-55.0,-13.0
14665,Southern Ocean,D01/27/2006, 01/27/2006,D,1,27,2006,27.05,-55.0,-13.0
14690,Southern Ocean,D02/06/2006, 02/06/2006,D,2,6,2006,30.85,-55.0,-13.0
14715,Southern Ocean,D02/16/2006, 02/16/2006,D,2,16,2006,36.05,-55.0,-13.0
14732,Southern Ocean,D02/25/2006, 02/25/2006,D,2,25,2006,37.45,-55.0,-13.0
14762,Southern Ocean,D03/07/2006, 03/07/2006,D,3,7,2006,42.05,-55.0,-13.0
14789,Southern Ocean,D03/17/2006, 03/17/2006,D,3,17,2006,35.55,-55.0,-13.0
14815,Southern Ocean,D03/27/2006, 03/27/2006,D,3,27,2006,41.55,-55.0,-13.0
14840,Southern Ocean,D04/06/2006, 04/06/2006,D,4,6,2006,35.35,-55.0,-13.0
14865,Southern Ocean,D04/16/2006, 04/16/2006,D,4,16,2006,35.15,-55.0,-13.0
14890,Southern Ocean,D04/26/2006, 04/26/2006,D,4,26,2006,30.75,-55.0,-13.0
14915,Southern Ocean,D05/06/2006, 05/06/2006,D,5,6,2006,28.05,-55.0,-13.0
14941,Southern Ocean,D05/16/2006, 05/16/2006,D,5,16,2006,30.15,-55.0,-13.0
14965,Southern Ocean,D05/26/2006, 05/26/2006,D,5,26,2006,21.95,-55.0,-13.0
14990,Southern Ocean,D06/05/2006, 06/05/2006,D,6,5,2006,20.85,-55.0,-13.0
15008,Southern Ocean,D06/14/2006, 06/14/2006,D,6,14,2006,19.35,-55.0,-13.0
15036,Southern Ocean,D06/24/2006, 06/24/2006,D,6,24,2006,6.75,-55.0,-13.0
15063,Southern Ocean,D07/04/2006, 07/04/2006,D,7,4,2006,3.75,-55.0,-13.0
